Year,Date,Close,CumulativeClose
2020,2020-01-02,85.94999694824219,85.94999694824219
2020,2020-01-03,84.56999969482422,170.5199966430664
2020,2020-01-06,84.81999969482422,255.33999633789062
2020,2020-01-07,85.08000183105469,340.4199981689453
2020,2020-01-08,85.91999816894531,426.3399963378906
2020,2020-01-09,87.2699966430664,513.609992980957
2020,2020-01-10,87.58999633789062,601.1999893188477
2020,2020-01-13,87.45999908447266,688.6599884033203
2020,2020-01-14,87.98999786376953,776.6499862670898
2020,2020-01-15,88.62000274658203,865.2699890136719
2020,2020-01-16,89.45999908447266,954.7299880981445
2020,2020-01-17,90.12000274658203,1044.8499908447266
2020,2020-01-21,89.61000061035156,1134.4599914550781
2020,2020-01-22,90.12999725341797,1224.589988708496
2020,2020-01-23,89.06999969482422,1313.6599884033203
2020,2020-01-24,88.26000213623047,1401.9199905395508
2020,2020-01-27,86.55999755859375,1488.4799880981445
2020,2020-01-28,87.18000030517578,1575.6599884033203
2020,2020-01-29,87.23999786376953,1662.8999862670898
2020,2020-01-30,84.37999725341797,1747.2799835205078
2020,2020-01-31,82.55999755859375,1829.8399810791016
2020,2020-02-03,82.1500015258789,1911.9899826049805
2020,2020-02-04,83.5199966430664,1995.5099792480469
2020,2020-02-05,84.93000030517578,2080.4399795532227
2020,2020-02-06,84.81999969482422,2165.259979248047
2020,2020-02-07,83.16999816894531,2248.429977416992
2020,2020-02-10,84.43000030517578,2332.859977722168
2020,2020-02-11,85.08999633789062,2417.9499740600586
2020,2020-02-12,85.43000030517578,2503.3799743652344
2020,2020-02-13,85.47000122070312,2588.8499755859375
2020,2020-02-14,85.81999969482422,2674.6699752807617
2020,2020-02-18,84.79000091552734,2759.459976196289
2020,2020-02-19,85.3499984741211,2844.80997467041
2020,2020-02-20,84.33999633789062,2929.149971008301
2020,2020-02-21,85.06999969482422,3014.219970703125
2020,2020-02-24,80.5,3094.719970703125
2020,2020-02-25,77.94999694824219,3172.669967651367
2020,2020-02-26,78.11000061035156,3250.7799682617188
2020,2020-02-27,77.43000030517578,3328.2099685668945
2020,2020-02-28,77.06999969482422,3405.2799682617188
2020,2020-03-02,81.97000122070312,3487.249969482422
2020,2020-03-03,80.31999969482422,3567.569969177246
2020,2020-03-04,84.3499984741211,3651.919967651367
2020,2020-03-05,80.45999908447266,3732.37996673584
2020,2020-03-06,78.55999755859375,3810.9399642944336
2020,2020-03-09,70.75,3881.6899642944336
2020,2020-03-10,72.91000366210938,3954.599967956543
2020,2020-03-11,68.83999633789062,4023.4399642944336
2020,2020-03-12,63.41999816894531,4086.859962463379
2020,2020-03-13,69.19999694824219,4156.059959411621
2020,2020-03-16,64.12999725341797,4220.189956665039
2020,2020-03-17,70.44000244140625,4290.629959106445
2020,2020-03-18,68.87000274658203,4359.499961853027
2020,2020-03-19,65.76000213623047,4425.259963989258
2020,2020-03-20,66.45999908447266,4491.7199630737305
2020,2020-03-23,63.369998931884766,4555.089962005615
2020,2020-03-24,67.0,4622.089962005615
2020,2020-03-25,69.0,4691.089962005615
2020,2020-03-26,73.72000122070312,4764.809963226318
2020,2020-03-27,70.91000366210938,4835.719966888428
2020,2020-03-30,72.66999816894531,4908.389965057373
2020,2020-03-31,71.62000274658203,4980.009967803955
2020,2020-04-01,68.91999816894531,5048.9299659729
2020,2020-04-02,72.29000091552734,5121.219966888428
2020,2020-04-03,70.41999816894531,5191.639965057373
2020,2020-04-06,74.36000061035156,5265.999965667725
2020,2020-04-07,74.02999877929688,5340.0299644470215
2020,2020-04-08,76.69000244140625,5416.719966888428
2020,2020-04-09,78.33000183105469,5495.049968719482
2020,2020-04-13,76.20999908447266,5571.259967803955
2020,2020-04-14,78.83000183105469,5650.08996963501
2020,2020-04-15,77.05000305175781,5727.139972686768
2020,2020-04-16,78.75,5805.889972686768
2020,2020-04-17,79.55000305175781,5885.439975738525
2020,2020-04-20,77.37000274658203,5962.809978485107
2020,2020-04-21,73.75,6036.559978485107
2020,2020-04-22,75.16999816894531,6111.729976654053
2020,2020-04-23,75.08999633789062,6186.819972991943
2020,2020-04-24,75.75,6262.569972991943
2020,2020-04-27,76.25,6338.819972991943
2020,2020-04-28,75.44999694824219,6414.269969940186
2020,2020-04-29,78.72000122070312,6492.989971160889
2020,2020-04-30,76.66000366210938,6569.649974822998
2020,2020-05-01,74.20999908447266,6643.859973907471
2020,2020-05-04,74.55999755859375,6718.419971466064
2020,2020-05-05,76.37000274658203,6794.7899742126465
2020,2020-05-06,77.87000274658203,6872.6599769592285
2020,2020-05-07,78.5,6951.1599769592285
2020,2020-05-08,79.70999908447266,7030.869976043701
2020,2020-05-11,81.2699966430664,7112.139972686768
2020,2020-05-12,79.8499984741211,7191.989971160889
2020,2020-05-13,80.16000366210938,7272.149974822998
2020,2020-05-14,81.63999938964844,7353.7899742126465
2020,2020-05-15,81.58999633789062,7435.379970550537
2020,2020-05-18,83.66000366210938,7519.0399742126465
2020,2020-05-19,81.97000122070312,7601.00997543335
2020,2020-05-20,81.70999908447266,7682.719974517822
2020,2020-05-21,80.75,7763.469974517822
2020,2020-05-22,84.9800033569336,7848.449977874756
2020,2020-05-26,86.12999725341797,7934.579975128174
2020,2020-05-27,86.18000030517578,8020.75997543335
2020,2020-05-28,86.69000244140625,8107.449977874756
2020,2020-05-29,88.13999938964844,8195.589977264404
2020,2020-06-01,89.91000366210938,8285.499980926514
2020,2020-06-02,90.29000091552734,8375.789981842041
2020,2020-06-03,90.48999786376953,8466.27997970581
2020,2020-06-04,91.13999938964844,8557.419979095459
2020,2020-06-05,90.37999725341797,8647.799976348877
2020,2020-06-08,90.29000091552734,8738.089977264404
2020,2020-06-09,89.7699966430664,8827.85997390747
2020,2020-06-10,89.80999755859375,8917.669971466064
2020,2020-06-11,85.02999877929688,9002.699970245361
2020,2020-06-12,86.11000061035156,9088.809970855713
2020,2020-06-15,86.95999908447266,9175.769969940186
2020,2020-06-16,87.44000244140625,9263.209972381592
2020,2020-06-17,87.91999816894531,9351.129970550537
2020,2020-06-18,88.20999908447266,9439.33996963501
2020,2020-06-19,88.7300033569336,9528.069972991943
2020,2020-06-22,88.52999877929688,9616.59997177124
2020,2020-06-23,89.27999877929688,9705.879970550537
2020,2020-06-24,86.55999755859375,9792.43996810913
2020,2020-06-25,87.26000213623047,9879.699970245361
2020,2020-06-26,85.9000015258789,9965.59997177124
2020,2020-06-29,87.29000091552734,10052.889972686768
2020,2020-06-30,88.37000274658203,10141.25997543335
2020,2020-07-01,88.11000061035156,10229.369976043701
2020,2020-07-02,88.68000030517578,10318.049976348877
2020,2020-07-06,89.30999755859375,10407.35997390747
2020,2020-07-07,89.20999908447266,10496.569972991943
2020,2020-07-08,89.54000091552734,10586.10997390747
2020,2020-07-09,89.91999816894531,10676.029972076416
2020,2020-07-10,89.41999816894531,10765.449970245361
2020,2020-07-13,89.26000213623047,10854.709972381592
2020,2020-07-14,90.69000244140625,10945.399974822998
2020,2020-07-15,92.87999725341797,11038.279972076416
2020,2020-07-16,92.86000061035156,11131.139972686768
2020,2020-07-17,94.37000274658203,11225.50997543335
2020,2020-07-20,95.20999908447266,11320.719974517822
2020,2020-07-21,96.0199966430664,11416.739971160889
2020,2020-07-22,96.3499984741211,11513.08996963501
2020,2020-07-23,96.66000366210938,11609.74997329712
2020,2020-07-24,94.80999755859375,11704.559970855713
2020,2020-07-27,97.2699966430664,11801.82996749878
2020,2020-07-28,95.30000305175781,11897.129970550537
2020,2020-07-29,97.0999984741211,11994.229969024658
2020,2020-07-30,95.93000030517578,12090.159969329834
2020,2020-07-31,96.33000183105469,12186.489971160889
2020,2020-08-03,99.08999633789062,12285.57996749878
2020,2020-08-04,97.52999877929688,12383.109966278076
2020,2020-08-05,97.88999938964844,12480.999965667725
2020,2020-08-06,97.44999694824219,12578.449962615967
2020,2020-08-07,97.77999877929688,12676.229961395264
2020,2020-08-10,97.13999938964844,12773.369960784912
2020,2020-08-11,96.30000305175781,12869.66996383667
2020,2020-08-12,97.62999725341797,12967.299961090088
2020,2020-08-13,98.7699966430664,13066.069957733154
2020,2020-08-14,97.37000274658203,13163.439960479736
2020,2020-08-17,97.51000213623047,13260.949962615967
2020,2020-08-18,97.86000061035156,13358.809963226318
2020,2020-08-19,97.95999908447266,13456.769962310791
2020,2020-08-20,97.77999877929688,13554.549961090088
2020,2020-08-21,98.30000305175781,13652.849964141846
2020,2020-08-24,97.5999984741211,13750.449962615967
2020,2020-08-25,98.33999633789062,13848.789958953857
2020,2020-08-26,99.33000183105469,13948.119960784912
2020,2020-08-27,99.0199966430664,14047.139957427979
2020,2020-08-28,99.9000015258789,14147.039958953857
2020,2020-08-31,100.41999816894531,14247.459957122803
2020,2020-09-01,101.12000274658203,14348.579959869385
2020,2020-09-02,103.41999816894531,14451.99995803833
2020,2020-09-03,99.63999938964844,14551.639957427979
2020,2020-09-04,96.83999633789062,14648.47995376587
2020,2020-09-08,95.13999938964844,14743.619953155518
2020,2020-09-09,97.93000030517578,14841.549953460693
2020,2020-09-10,98.56999969482422,14940.119953155518
2020,2020-09-11,98.5999984741211,15038.719951629639
2020,2020-09-14,99.41999816894531,15138.139949798584
2020,2020-09-15,100.37000274658203,15238.509952545166
2020,2020-09-16,99.91999816894531,15338.429950714111
2020,2020-09-17,99.5999984741211,15438.029949188232
2020,2020-09-18,99.37999725341797,15537.40994644165
2020,2020-09-21,98.12999725341797,15635.539943695068
2020,2020-09-22,98.62000274658203,15734.15994644165
2020,2020-09-23,96.91000366210938,15831.06995010376
2020,2020-09-24,96.33999633789062,15927.40994644165
2020,2020-09-25,97.69000244140625,16025.099948883057
2020,2020-09-28,99.51000213623047,16124.609951019287
2020,2020-09-29,100.22000122070312,16224.82995223999
2020,2020-09-30,100.94000244140625,16325.769954681396
2020,2020-10-01,101.22000122070312,16426.9899559021
2020,2020-10-02,100.01000213623047,16526.99995803833
2020,2020-10-05,103.12000274658203,16630.119960784912
2020,2020-10-06,101.62999725341797,16731.74995803833
2020,2020-10-07,103.87999725341797,16835.629955291748
2020,2020-10-08,104.16000366210938,16939.789958953857
2020,2020-10-09,105.76000213623047,17045.549961090088
2020,2020-10-12,105.43000030517578,17150.979961395264
2020,2020-10-13,105.41999816894531,17256.39995956421
2020,2020-10-14,105.05999755859375,17361.459957122803
2020,2020-10-15,105.31999969482422,17466.779956817627
